Transaction_ID,Date,Description,Amount,Payment_Method,Category
TXN002207,2025-11-01,POS ZOMATO GOLD,179.93,Credit Card,Food
TXN002208,2025-02-18,EMERGENCY TREATMENT PUNE,10102.82,Net Banking,Healthcare
TXN002209,2025-09-27,UPI WOW! MOMO,169.71,Cash,Food
TXN002210,2026-02-20,KEM HOSPITAL #9850,11777.8,Wallet,Healthcare
TXN002211,2024-07-01,ELSS INVESTMENT ONLINE,162493.0,Debit Card,Investment
TXN002212,2025-06-22,PSYCHOLOGIST SESSION,14468.43,Credit Card,Healthcare
TXN002213,2024-04-18,COWORKING SPACE RENT INDIA,17641.02,Net Banking,Rent
TXN002214,2024-06-29,TATA POWER BILL INDIA,2044.03,Wallet,Bills
TXN002215,2024-04-14,CRYPTO PURCHASE INDIA,165784.66,Credit Card,Investment
TXN002216,2025-10-24,GAS BILL INDIA,7091.27,Wallet,Bills
TXN002217,2026-03-11,UPI PERFORMANCE BONUS,219838.33,Debit Card,Income
TXN002218,2025-03-28,PRESCRIPTION MEDICINES INDIA,8584.34,Debit Card,Healthcare
TXN002219,2025-08-20,UPI PNG GAS BILL,10828.03,Debit Card,Bills
TXN002220,2024-04-30,Silver Investment,100806.23,Net Banking,Investment
TXN002221,2024-07-04,MISCELLANEOUS EXPENSE INDIA,9253.66,UPI,Other
TXN002222,2026-04-18,UPI LPG FUEL,3580.26,Credit Card,Fuel
TXN002223,2026-01-09,PENALTY CHARGES,8202.53,Net Banking,Other
TXN002224,2026-01-22,PETROL REFILL #2103,1829.39,Cash,Fuel
TXN002225,2025-08-19,LOCAL RESTAURANT #7300,487.3,Cash,Food
TXN002226,2026-05-22,MOBILE RECHARGE #9897,6063.07,Cash,Bills
TXN002227,2025-12-20,Cashback Received,130807.29,Net Banking,Income
TXN002228,2025-05-14,CAPITAL INVESTMENT INDIA,123408.95,UPI,Investment
TXN002229,2025-03-20,WEEKEND MOVIE ONLINE,552.74,Cash,Entertainment
TXN002230,2024-03-21,Internet Bill,8226.25,UPI,Bills
TXN002231,2024-09-20,POS RENTAL AGREEMENT PAYMENT,7887.82,Net Banking,Rent
TXN002232,2025-10-24,Monthly Rent,40786.57,Wallet,Rent
TXN002233,2026-03-18,Cashback Received,196710.54,Net Banking,Income
TXN002234,2024-09-10,OVEN STORY PIZZA,259.53,Debit Card,Food
TXN002235,2025-09-24,SEMESTER FEE INDIA,1213.61,Debit Card,Education
TXN002236,2025-06-02,BLOOD TEST INDIA,6056.55,Cash,Healthcare
TXN002237,2025-06-01,LUNCH EXPENSE ONLINE,627.0,UPI,Food
TXN002238,2025-07-25,Temple Donation,3006.49,Cash,Other
TXN002239,2025-07-25,TAX SAVING MUTUAL FUND INDIA,19996.47,Credit Card,Investment
TXN002240,2024-10-11,COFFEE PURCHASE,1490.27,Credit Card,Food
TXN002241,2025-11-10,GAANA PLUS,4605.97,Wallet,Entertainment
TXN002242,2025-02-01,HIGHWAY FUEL STOP #9402,538.41,Debit Card,Fuel
TXN002243,2025-11-04,POS APPLE APP STORE,606.25,Credit Card,Entertainment
TXN002244,2025-04-17,EASEMYTRIP BOOKING,4913.08,Wallet,Travel
TXN002245,2024-01-15,UPI HEALTH CHECKUP,7096.84,Credit Card,Healthcare
TXN002246,2025-03-24,Gaana Plus,3429.49,Debit Card,Entertainment
TXN002247,2024-08-22,UPI ELECTRICITY BILL,7744.73,Debit Card,Bills
TXN002248,2025-05-16,UPI RECEIVED #5502,24380.59,Cash,Income
TXN002249,2024-03-25,FUEL STATION PAYMENT #4150,4692.3,Credit Card,Fuel
TXN002250,2026-05-06,POS BMTC BUS TICKET,5090.74,Cash,Travel
TXN002251,2024-06-17,UPSTOX INVESTMENT PUNE,110654.24,Debit Card,Investment
TXN002252,2024-05-11,GEEKSFORGEEKS COURSE PUNE,31929.49,Credit Card,Education
TXN002253,2025-03-12,JIOHOTSTAR SUBSCRIPTION PUNE,3964.43,Debit Card,Entertainment
TXN002254,2024-09-17,ULIP INVESTMENT PUNE,162581.81,Wallet,Investment
TXN002255,2025-05-11,BHARAT PETROLEUM,3847.7,Net Banking,Fuel
TXN002256,2024-04-02,CLINIC CONSULTATION,1252.11,Net Banking,Healthcare
TXN002257,2025-11-08,POS MUSEUM TICKET,2434.08,UPI,Entertainment
TXN002258,2025-02-04,UPI RECEIVED #5774,147455.35,Debit Card,Income
TXN002259,2026-03-16,UPI HOLIDAY BOOKING,1255.02,Cash,Travel
TXN002260,2025-03-15,MAINLAND CHINA #7153,312.91,Net Banking,Food
TXN002261,2025-04-11,POS HOTEL BOOKING,7845.22,Debit Card,Travel
TXN002262,2026-03-30,AKASA AIR TICKET INDIA,3619.78,Credit Card,Travel
TXN002263,2025-03-24,YouTube Revenue,121837.29,Net Banking,Income
TXN002264,2025-02-13,Goibibo Hotel,3426.36,Debit Card,Travel
TXN002265,2024-10-11,AIRTEL RECHARGE INDIA,3185.92,Debit Card,Bills
TXN002266,2025-01-03,HOME REPAIR,334.79,Debit Card,Other
TXN002267,2024-06-15,HACKATHON REGISTRATION,23796.77,Cash,Education
TXN002268,2025-03-08,TATA POWER EV CHARGING INDIA,1421.07,Wallet,Fuel
TXN002269,2025-06-04,STOCK PURCHASE #8651,16671.66,Credit Card,Investment
TXN002270,2026-02-21,TEXTBOOK PURCHASE PUNE,9954.52,Debit Card,Education
TXN002271,2024-10-06,NETFLIX SUBSCRIPTION #8559,3372.38,Credit Card,Entertainment
TXN002272,2024-02-11,CONFERENCE REGISTRATION,39336.25,Net Banking,Education
TXN002273,2024-05-15,POS SWIGGY ORDER,1421.02,UPI,Food
TXN002274,2025-06-20,NOTEBOOK PURCHASE PUNE,30116.86,Cash,Education
TXN002275,2025-01-07,ADVANCE RENT INDIA,42917.52,Debit Card,Rent
TXN002276,2024-10-25,UPI RAPIDO BIKE,6880.43,UPI,Travel
TXN002277,2025-03-03,STEAM PURCHASE PUNE,940.73,Debit Card,Entertainment
TXN002278,2025-01-27,POS HOSTEL RENT,32688.74,Credit Card,Rent
TXN002279,2026-05-29,UPI ZOMATO ORDER,1180.83,Credit Card,Food
TXN002280,2024-10-19,POS REFUND RECEIVED,98156.14,UPI,Income
TXN002281,2025-02-20,POS SOUTH INDIAN RESTAURANT,1385.82,Wallet,Food
TXN002282,2024-09-09,CLIENT PAYMENT ONLINE,157638.53,Net Banking,Income
TXN002283,2025-12-22,Domino's Pizza,1100.94,Wallet,Food
TXN002284,2026-06-10,UPI MONEY TRANSFER,6628.79,Cash,Other
TXN002285,2026-06-01,POS PVR CINEMAS,2058.21,Wallet,Entertainment
TXN002286,2025-02-08,Capital Investment,150488.88,Net Banking,Investment
TXN002287,2025-11-23,WEALTH MANAGEMENT ONLINE,150734.6,Wallet,Investment
TXN002288,2025-01-17,CAFE COFFEE DAY PUNE,456.26,Cash,Food
TXN002289,2025-03-02,OFFICE RENT ONLINE,30799.87,UPI,Rent
TXN002290,2025-11-26,Petrol Refill,3052.49,Debit Card,Fuel
TXN002291,2024-03-11,COMPANY SALARY,166380.86,Wallet,Income
TXN002292,2025-10-29,UDEMY COURSE #6995,70385.75,UPI,Education
TXN002293,2024-01-05,YOUTUBE REVENUE #7129,230077.02,Wallet,Income
TXN002294,2025-06-01,POS AWS CERTIFICATION EXAM,65942.56,Cash,Education
TXN002295,2024-06-03,GITHUB PRO SUBSCRIPTION INDIA,9595.32,UPI,Bills
TXN002296,2026-06-23,DENTAL CLINIC,7756.43,Net Banking,Healthcare
TXN002297,2025-04-16,WEEKEND MOVIE PUNE,3473.93,Wallet,Entertainment
TXN002298,2025-12-09,POS PRIME MEMBERSHIP,2336.95,Credit Card,Entertainment
TXN002299,2025-07-11,LEETCODE PREMIUM INDIA,84964.65,Net Banking,Education
TXN002300,2024-05-19,POS CARE HOSPITAL,5449.33,UPI,Healthcare
TXN002301,2025-06-07,POS AMUSEMENT PARK,3089.92,Credit Card,Entertainment
TXN002302,2026-02-18,MISCELLANEOUS PAYMENT #8766,8775.04,UPI,Other
TXN002303,2025-08-15,LOCAL RESTAURANT #4741,411.96,Cash,Food
TXN002304,2026-02-08,UPI BURGER KING,253.45,UPI,Food
TXN002305,2025-05-15,FASHION SHOPPING,21746.85,Cash,Shopping
TXN002306,2025-09-10,POS AFFILIATE INCOME,24031.85,Cash,Income
TXN002307,2025-11-09,JEWELLERY STORE PUNE,19199.15,Net Banking,Shopping
TXN002308,2024-04-11,FREE FIRE DIAMONDS #6378,2998.9,Cash,Entertainment
TXN002309,2025-06-27,GAMING PURCHASE ONLINE,4133.41,Credit Card,Entertainment
TXN002310,2024-10-04,AMAZON PRIME VIDEO INDIA,2517.93,Debit Card,Entertainment
TXN002311,2026-05-19,Online Earnings,93549.43,Wallet,Income
TXN002312,2025-06-16,INDIAN OIL PETROL PUMP PUNE,1629.45,UPI,Fuel
TXN002313,2025-02-19,BEHROUZ BIRYANI INDIA,136.69,Wallet,Food
TXN002314,2024-07-31,UPI UDEMY COURSE,36517.86,Net Banking,Education
TXN002315,2024-11-23,FREELANCE PAYMENT PUNE,192253.98,Net Banking,Income
TXN002316,2024-12-13,HP FUEL STATION,2258.94,Net Banking,Fuel
TXN002317,2024-10-15,MONTHLY RENT #3178,32746.03,Wallet,Rent
TXN002318,2024-05-17,DOCTOR CONSULTATION,7619.57,Wallet,Healthcare
TXN002319,2025-11-28,THEME PARK TICKET INDIA,3121.34,Net Banking,Entertainment
TXN002320,2025-06-10,POS TATA CLIQ,3183.37,UPI,Shopping
TXN002321,2024-11-04,CONFERENCE REGISTRATION PUNE,68501.7,Wallet,Education
TXN002322,2026-03-04,ADVANCE RENT,30003.85,Credit Card,Rent
TXN002323,2025-08-26,NPTEL COURSE INDIA,59855.9,Credit Card,Education
TXN002324,2025-08-26,POS PORTFOLIO INVESTMENT,77952.32,Wallet,Investment
TXN002325,2026-02-28,POS CASH WITHDRAWAL,4778.27,Net Banking,Other
TXN002326,2026-03-27,Investment Transfer,26641.77,UPI,Investment
TXN002327,2024-08-30,CRYPTO PURCHASE,167896.99,UPI,Investment
TXN002328,2024-04-07,APPLE MUSIC INDIA,3057.33,Net Banking,Entertainment
TXN002329,2024-09-05,MEDICAL STORE #7275,11852.94,UPI,Healthcare
TXN002330,2026-01-03,UPI PHYSICS WALLAH COURSE,58625.41,Cash,Education
TXN002331,2024-09-24,COMMERCIAL VEHICLE FUEL #9539,4714.91,Debit Card,Fuel
TXN002332,2024-10-19,POS MAKEMYTRIP FLIGHT,3889.42,Credit Card,Travel
TXN002333,2025-02-08,ARCADE GAMES INDIA,4072.0,Wallet,Entertainment
TXN002334,2026-06-27,LAPTOP PURCHASE INDIA,14641.89,Wallet,Shopping
TXN002335,2026-02-21,PENALTY CHARGES PUNE,2372.87,Net Banking,Other
TXN002336,2026-01-19,HACKERRANK PREMIUM ONLINE,48025.52,Wallet,Education
TXN002337,2025-03-29,PROCESSING FEE #1307,8375.42,Credit Card,Other
TXN002338,2026-01-04,AUTO FUEL #8922,3249.5,Net Banking,Fuel
TXN002339,2025-04-23,POS PARKING FEE,1603.79,Credit Card,Travel
TXN002340,2026-03-01,REFUND RECEIVED INDIA,231051.89,Cash,Income
TXN002341,2025-06-19,AMBULANCE SERVICE PUNE,9456.76,UPI,Healthcare
TXN002342,2025-04-05,UTILITY BILL PAYMENT PUNE,3732.89,Cash,Bills
TXN002343,2026-01-29,PRINTING CHARGES INDIA,5344.58,Credit Card,Other
TXN002344,2025-01-29,NPS CONTRIBUTION INDIA,164925.7,Credit Card,Investment
TXN002345,2025-05-30,INVESTMENT DEPOSIT,44842.19,Cash,Investment
TXN002346,2025-03-02,CHARGEZONE EV #3482,911.5,Cash,Fuel
TXN002347,2024-10-27,POS CRICKET MATCH TICKET,547.86,Net Banking,Entertainment
TXN002348,2026-03-30,GYNECOLOGY CONSULTATION ONLINE,13803.22,Net Banking,Healthcare
TXN002349,2024-06-18,UPI FINANCIAL INVESTMENT,182557.72,Debit Card,Investment
TXN002350,2024-02-25,SMALLCASE INVESTMENT ONLINE,140881.29,UPI,Investment
TXN002351,2025-03-12,VACCINATION PUNE,12114.47,Credit Card,Healthcare
TXN002352,2024-02-21,UPI CARE HOSPITAL,11579.79,Net Banking,Healthcare
TXN002353,2025-12-23,Cash Withdrawal,9387.05,UPI,Other
TXN002354,2026-04-25,PG RENT INDIA,29670.02,Credit Card,Rent
TXN002355,2025-02-25,SMALLCASE INVESTMENT ONLINE,110065.79,UPI,Investment
TXN002356,2026-03-21,UPI AMAZON PRIME MEMBERSHIP,11386.5,Net Banking,Bills
TXN002357,2024-08-14,YATRA FLIGHT BOOKING PUNE,4598.0,Wallet,Travel
TXN002358,2025-09-22,BUILDING RENT ONLINE,20137.22,Wallet,Rent
TXN002359,2024-03-31,ADANI ELECTRICITY BILL PUNE,10281.06,UPI,Bills
TXN002360,2024-11-15,INCOME CREDIT #6533,171207.42,Wallet,Income
TXN002361,2025-01-31,POS TEA POST,1398.92,Debit Card,Food
TXN002362,2025-01-16,ZOO ENTRY TICKET INDIA,186.25,Cash,Entertainment
TXN002363,2025-07-10,REDBUS TICKET ONLINE,7745.29,Debit Card,Travel
TXN002364,2024-12-04,FURNITURE PURCHASE,21109.96,UPI,Shopping
TXN002365,2025-09-16,HYDERABAD METRO,702.93,UPI,Travel
TXN002366,2025-09-26,OLA AUTO PUNE,3182.79,Cash,Travel
TXN002367,2024-02-15,Google Play Purchase,219.21,Debit Card,Entertainment
TXN002368,2025-03-25,SALARY CREDIT INDIA,34062.89,UPI,Income
TXN002369,2024-05-07,SUN DIRECT RECHARGE ONLINE,3888.0,Net Banking,Bills
TXN002370,2025-01-22,INDIGO FLIGHT ONLINE,7169.23,Net Banking,Travel
TXN002371,2024-12-04,FUEL EXPENSE,544.22,Wallet,Fuel
TXN002372,2024-01-04,NPS CONTRIBUTION,112712.5,Wallet,Investment
TXN002373,2024-07-27,SOUTH INDIAN RESTAURANT INDIA,749.07,Debit Card,Food
TXN002374,2025-05-15,POS VEDANTU CLASSES,39126.42,Credit Card,Education
TXN002375,2024-10-23,UPI SALARY CREDIT,207303.86,Debit Card,Income
TXN002376,2024-09-15,LOCAL KIRANA STORE #1263,2059.32,Cash,Shopping
TXN002377,2024-07-14,HOSTEL RENT ONLINE,13238.46,UPI,Rent
TXN002378,2026-06-26,Prime Membership,1872.28,Debit Card,Entertainment
TXN002379,2025-09-22,POS SAGAR RATNA,1095.92,Cash,Food
TXN002380,2024-01-11,UPI TAX REFUND,229421.93,Debit Card,Income
TXN002381,2024-12-25,POS TEA POST,865.8,UPI,Food
TXN002382,2025-01-22,TATA CLIQ #2948,8958.59,UPI,Shopping
TXN002383,2026-03-28,SMALLCASE INVESTMENT #3322,166525.82,Debit Card,Investment
TXN002384,2025-03-11,ZERODHA INVESTMENT,53980.64,Net Banking,Investment
TXN002385,2024-10-01,Parking Fee,5349.25,Wallet,Travel
TXN002386,2024-09-22,SOCIETY MAINTENANCE PUNE,8172.42,Cash,Bills
TXN002387,2025-03-15,UPI ANNUAL BONUS,198229.66,UPI,Income
TXN002388,2025-05-08,CHAT PUNE,541.5,Net Banking,Food
TXN002389,2026-04-18,STATE TRANSPORT BUS,2643.38,Net Banking,Travel
TXN002390,2025-05-20,AMAZON MARKETPLACE INDIA,23098.78,Net Banking,Shopping
TXN002391,2024-10-19,POS MOVIE TICKET,103.88,Net Banking,Entertainment
TXN002392,2024-08-24,DINEOUT PAYMENT INDIA,1263.58,UPI,Food
TXN002393,2025-10-29,Mutual Fund Investment,187643.21,UPI,Investment
TXN002394,2025-12-10,HOUSE RENT,19411.98,Cash,Rent
TXN002395,2024-10-28,VALORANT POINTS INDIA,2878.0,Debit Card,Entertainment
TXN002396,2025-01-07,PATHOLOGY LAB PUNE,5390.59,Credit Card,Healthcare
TXN002397,2024-12-11,CODING NINJAS COURSE PUNE,39037.19,UPI,Education
TXN002398,2026-01-18,TATA PLAY RECHARGE,5118.31,Credit Card,Bills
TXN002399,2025-03-24,Jehangir Hospital,838.83,Net Banking,Healthcare
TXN002400,2024-10-12,METRO CARD RECHARGE #4637,7187.48,Wallet,Travel
TXN002401,2024-10-20,SWIGGY FOOD DELIVERY ONLINE,1244.94,Debit Card,Food
TXN002402,2025-05-18,POS IPO INVESTMENT,57605.49,Cash,Investment
TXN002403,2024-05-10,VACCINATION PUNE,5969.85,UPI,Healthcare
TXN002404,2026-02-05,Semester Fee,66121.56,Cash,Education
TXN002405,2026-06-29,OVEN STORY PIZZA,244.6,Wallet,Food
TXN002406,2026-05-26,CLINIC CONSULTATION PUNE,1266.8,UPI,Healthcare
TXN002407,2025-01-04,POS COURIER CHARGES,4576.35,Wallet,Other
TXN002408,2025-06-08,MISCELLANEOUS PAYMENT ONLINE,6044.02,Debit Card,Other
TXN002409,2025-10-18,UPI TRAVEL AGENCY,2581.3,Net Banking,Travel
TXN002410,2025-03-09,FREELANCE PAYMENT #1510,104873.67,Net Banking,Income
TXN002411,2025-11-29,Local Train Ticket,7842.33,Wallet,Travel
TXN002412,2024-08-19,Passport Fee,2933.12,Debit Card,Other
TXN002413,2024-07-22,UBER RIDE ONLINE,6054.18,UPI,Travel
TXN002414,2024-08-18,MEDICAL EXPENSES #5091,13220.78,Debit Card,Healthcare
TXN002415,2025-01-14,AMBULANCE SERVICE PUNE,1334.15,Wallet,Healthcare
TXN002416,2026-06-24,UPI EXPRESSWAY FUEL,2134.78,Debit Card,Fuel
TXN002417,2025-04-01,TATA POWER EV CHARGING PUNE,2864.84,UPI,Fuel
TXN002418,2025-02-02,Akasa Air Ticket,585.72,Debit Card,Travel
TXN002419,2025-01-31,POS CAR WASH,7725.96,Debit Card,Other
TXN002420,2024-01-05,RTGS TRANSFER INDIA,1001.7,Credit Card,Other
TXN002421,2025-11-06,UPI MUMBAI METRO,1847.8,Net Banking,Travel
TXN002422,2026-04-18,TEXTBOOK PURCHASE #8606,9207.28,Debit Card,Education
TXN002423,2025-04-30,PVR CINEMAS INDIA,1440.57,UPI,Entertainment
TXN002424,2024-01-08,POS MAKEMYTRIP FLIGHT,1297.6,Net Banking,Travel
TXN002425,2026-03-19,POS PUNE METRO,3749.36,Debit Card,Travel
TXN002426,2025-07-16,EQUITY INVESTMENT,193868.08,Net Banking,Investment
TXN002427,2024-03-18,COLLEGE TUITION FEE ONLINE,42807.85,Cash,Education
TXN002428,2024-11-18,TRAVEL AGENCY ONLINE,3457.64,Wallet,Travel
TXN002429,2026-04-29,PORTFOLIO INVESTMENT #1756,36517.02,Wallet,Investment
TXN002430,2024-11-02,Equity Investment,150983.78,Debit Card,Investment
TXN002431,2024-02-03,Coding Ninjas Course,68700.86,Net Banking,Education
TXN002432,2024-12-03,POS BITCOIN INVESTMENT,136061.95,Debit Card,Investment
TXN002433,2025-10-22,STAND-UP COMEDY SHOW #2734,929.97,Credit Card,Entertainment
TXN002434,2024-06-02,GOIBIBO HOTEL,6515.44,UPI,Travel
TXN002435,2024-12-20,FASTag Recharge,3120.77,Credit Card,Fuel
TXN002436,2025-02-11,RESTAURANT BILL INDIA,224.64,Net Banking,Food
TXN002437,2025-06-24,UPI BREAKFAST EXPENSE,487.31,Credit Card,Food
TXN002438,2025-04-28,EYE HOSPITAL INDIA,12288.6,Wallet,Healthcare
TXN002439,2026-02-11,COWORKING SPACE RENT #9204,46076.73,Cash,Rent
TXN002440,2025-04-01,POS DRY CLEANING,1018.38,Wallet,Other
TXN002441,2025-06-29,Manipal Hospital,10613.07,Net Banking,Healthcare
TXN002442,2024-05-31,ARCADE GAMES INDIA,3683.96,Cash,Entertainment
TXN002443,2025-10-15,Laundry Service,4647.94,UPI,Other
TXN002444,2024-05-01,GEEKSFORGEEKS COURSE INDIA,49517.7,Cash,Education
TXN002445,2024-10-10,POS CLOTHES,17724.85,Debit Card,Shopping
TXN002446,2025-01-01,EQUITY INVESTMENT PUNE,120693.06,Wallet,Investment
TXN002447,2025-02-01,UPI SWIGGY HYDERABAD,1496.24,UPI,Food
TXN002448,2026-03-05,Amazon Fresh,6763.03,Debit Card,Shopping
TXN002449,2025-03-15,UPI SCALER ACADEMY,44854.78,Wallet,Education
TXN002450,2026-05-01,COVID TEST ONLINE,11470.52,Cash,Healthcare
TXN002451,2026-03-05,POS DIVIDEND CREDIT,229837.39,Credit Card,Income
TXN002452,2024-03-31,AMAZON PRIME MEMBERSHIP ONLINE,3431.49,Wallet,Bills
TXN002453,2024-10-05,UPI SHARE MARKET INVESTMENT,9544.69,Credit Card,Investment
TXN002454,2024-10-24,HOUSE RENT INDIA,25089.17,Cash,Rent
TXN002455,2025-08-12,UPI ZOMATO UPI,457.99,Net Banking,Food
TXN002456,2025-10-28,UPI SEMINAR FEE,56191.24,Debit Card,Education
TXN002457,2025-07-19,LOCAL TRAIN TICKET ONLINE,6841.79,Debit Card,Travel
TXN002458,2024-08-23,CARE HOSPITAL #2633,12733.85,Debit Card,Healthcare
TXN002459,2024-09-15,UPI UNACADEMY SUBSCRIPTION,9493.34,Debit Card,Education
TXN002460,2026-06-20,UPI HATHWAY BROADBAND,1643.59,Cash,Bills
TXN002461,2026-05-13,NATURAL ICE CREAM PUNE,1457.25,UPI,Food
TXN002462,2024-06-27,POS BUSINESS INCOME,56617.32,Cash,Income
TXN002463,2024-10-19,COMMERCIAL RENT PUNE,30310.3,Net Banking,Rent
TXN002464,2024-05-22,Fuel Card Payment,4233.76,UPI,Fuel
TXN002465,2024-10-29,BUSINESS INCOME ONLINE,133409.46,Cash,Income
TXN002466,2025-12-30,TENANT RENT INDIA,16750.62,Wallet,Rent
TXN002467,2024-04-12,PVR CINEMAS #6651,1794.04,Credit Card,Entertainment
TXN002468,2024-02-21,MAINLAND CHINA INDIA,701.56,Credit Card,Food
TXN002469,2024-06-20,INTEREST CREDIT #1067,116306.16,UPI,Income
TXN002470,2024-06-12,FREE FIRE DIAMONDS #9377,2025.09,Debit Card,Entertainment
TXN002471,2024-03-22,UPSTOX INVESTMENT #2997,125673.39,Cash,Investment
TXN002472,2026-01-05,RUBY HALL CLINIC PUNE,3241.04,Cash,Healthcare
TXN002473,2025-06-15,Scaler Academy,4127.27,Credit Card,Education
TXN002474,2026-01-31,YOUTUBE PREMIUM #5463,2880.34,Debit Card,Entertainment
TXN002475,2025-03-07,DENTAL CLINIC INDIA,7495.77,Net Banking,Healthcare
TXN002476,2025-11-11,SILVER INVESTMENT,25605.48,Net Banking,Investment
TXN002477,2025-10-31,POS KITCHEN APPLIANCES,12481.25,Debit Card,Shopping
TXN002478,2024-05-01,TATA PLAY RECHARGE ONLINE,3385.07,Debit Card,Bills
TXN002479,2025-03-22,BAKERY PURCHASE,797.52,Credit Card,Food
TXN002480,2024-06-23,GENERAL EXPENSE PUNE,7921.15,UPI,Other
TXN002481,2025-06-04,POS FESTIVAL SHOPPING,5219.38,Debit Card,Other
TXN002482,2026-04-15,SCHOLARSHIP CREDIT INDIA,96365.18,UPI,Income
TXN002483,2025-02-09,POS ADVANCE RENT,13734.41,Cash,Rent
TXN002484,2025-07-08,DIESEL PUMP ONLINE,2217.47,Debit Card,Fuel
TXN002485,2026-02-22,Pizza Hut,327.97,Credit Card,Food
TXN002486,2025-08-13,Air India Flight,2986.31,UPI,Travel
TXN002487,2024-10-27,MONTHLY RENT PUNE,22756.61,Wallet,Rent
TXN002488,2025-06-18,FRESHMENU INDIA,186.18,Cash,Food
TXN002489,2024-07-26,UPI ELSS INVESTMENT,150910.07,Debit Card,Investment
TXN002490,2025-01-25,MONTHLY LEASE ONLINE,45941.42,Credit Card,Rent
TXN002491,2025-01-13,Big Bazaar,22381.16,Credit Card,Shopping
TXN002492,2024-03-09,POS MARRIAGE GIFT,3082.11,Net Banking,Other
TXN002493,2024-04-03,CARNIVAL CINEMAS,2516.27,Cash,Entertainment
TXN002494,2025-12-08,SIP Investment,34842.97,Debit Card,Investment
TXN002495,2024-11-18,ORTHOPEDIC CONSULTATION,3899.25,Wallet,Healthcare
TXN002496,2025-07-24,PVR CINEMAS,3337.69,Debit Card,Entertainment
TXN002497,2026-01-12,HOUSE RENT,24929.33,Wallet,Rent
TXN002498,2025-02-14,REAL ESTATE INVESTMENT ONLINE,198681.5,Debit Card,Investment
TXN002499,2025-07-16,POS CONCERT TICKET,1143.37,Credit Card,Entertainment
TXN002500,2025-03-21,Mobile Purchase,18551.99,Credit Card,Shopping
TXN002501,2025-06-29,UPI TRANSFER INDIA,1323.67,Wallet,Other
TXN002502,2025-05-02,POS ULIP INVESTMENT,181162.39,Cash,Investment
TXN002503,2024-04-14,UPI BIRTHDAY GIFT,9195.1,Cash,Other
TXN002504,2025-11-29,WAREHOUSE RENT INDIA,26340.01,Wallet,Rent
TXN002505,2024-12-18,POS CODING NINJAS COURSE,38572.17,Cash,Education
TXN002506,2024-06-23,POS PETROL BUNK,1893.12,Wallet,Fuel
TXN002507,2026-06-25,WYNK MUSIC ONLINE,3688.97,UPI,Entertainment
TXN002508,2025-03-30,MICROSOFT 365 SUBSCRIPTION ONLINE,11814.33,Credit Card,Bills
TXN002509,2026-04-09,EV CHARGING STATION ONLINE,3485.76,Credit Card,Fuel
TXN002510,2025-08-30,ICE CREAM PARLOUR #4378,1332.38,Debit Card,Food
TXN002511,2025-02-22,APPLE APP STORE PUNE,4669.02,Net Banking,Entertainment
TXN002512,2026-04-16,BYJU'S Learning,19115.04,Credit Card,Education
TXN002513,2024-08-14,BIRYANI BY KILO ONLINE,1279.72,Net Banking,Food
TXN002514,2025-05-23,LEETCODE PREMIUM #2867,26211.4,Credit Card,Education
TXN002515,2024-05-21,VISTARA FLIGHT PUNE,6644.87,Net Banking,Travel
TXN002516,2026-03-22,UNIVERSITY FEE ONLINE,63174.94,Credit Card,Education
TXN002517,2025-03-05,PHARMEASY ORDER INDIA,1116.38,UPI,Healthcare
TXN002518,2025-10-26,PARKING SPACE RENT ONLINE,43352.48,Debit Card,Rent
TXN002519,2024-01-09,ACT FIBERNET PUNE,9843.73,Credit Card,Bills
TXN002520,2024-06-03,VACCINATION,8366.31,UPI,Healthcare
TXN002521,2025-06-01,POS CAB FUEL,2005.71,Cash,Fuel
TXN002522,2026-03-29,UPI GAS BILL,491.74,Wallet,Bills
TXN002523,2026-01-16,MAX HOSPITAL ONLINE,7429.11,Cash,Healthcare
TXN002524,2024-04-28,SOVEREIGN GOLD BOND PUNE,54111.97,Net Banking,Investment
TXN002525,2024-09-10,POS NEFT TRANSFER,6102.46,Cash,Other
TXN002526,2026-03-09,Capital Investment,61455.66,Cash,Investment
TXN002527,2025-01-17,NEFT Credit,244426.29,UPI,Income
TXN002528,2024-10-17,APARTMENT RENT ONLINE,36822.54,Cash,Rent
TXN002529,2024-10-18,MAKEMYTRIP FLIGHT,260.11,Credit Card,Travel
TXN002530,2025-09-12,CRYPTO PURCHASE INDIA,40028.95,Credit Card,Investment
TXN002531,2025-04-18,Namma Metro,1043.5,Cash,Travel
TXN002532,2024-11-09,UPI ICLOUD STORAGE,7423.18,Cash,Bills
TXN002533,2024-09-18,CASHBACK RECEIVED INDIA,111000.73,Debit Card,Income
TXN002534,2025-08-01,Textbook Purchase,90987.05,Wallet,Education
TXN002535,2024-12-19,Client Payment,67449.43,Net Banking,Income
TXN002536,2025-09-27,ROOM RENT,36643.64,Debit Card,Rent
TXN002537,2024-01-20,HEALTH PACKAGE ONLINE,2907.09,Cash,Healthcare
TXN002538,2025-01-12,ATHER GRID CHARGING #9782,3373.68,Credit Card,Fuel
TXN002539,2025-07-03,POS JIOMART,20622.2,Debit Card,Shopping
TXN002540,2024-03-20,MCDONALD'S INDIA,1412.22,Debit Card,Food
TXN002541,2025-04-03,UPI REFUND RECEIVED,160606.34,UPI,Income
TXN002542,2025-09-07,CONFERENCE REGISTRATION ONLINE,29695.22,Wallet,Education
