Transaction_ID,Date,Description,Amount,Payment_Method,Category,clean_description,merchant,day_of_week
TXN001929,2024-01-29,COWORKING SPACE RENT INDIA,45317.17,Debit Card,Rent,coworking space rent india,coworking,0
TXN001930,2024-08-14,SCOOTER FUEL PUNE,4585.38,Cash,Fuel,scooter fuel pune,scooter,2
TXN001931,2024-09-09,POS JUICE CENTER,100.48,UPI,Food,pos juice center,juice,0
TXN001932,2026-01-15,SARAVANA BHAVAN ONLINE,1444.97,Cash,Food,saravana bhavan online,saravana,3
TXN001933,2024-01-27,DIESEL PUMP PUNE,2675.24,Cash,Fuel,diesel pump pune,diesel,5
TXN001934,2026-04-13,Crypto Purchase,129559.99,Credit Card,Investment,crypto purchase,crypto,0
TXN001935,2024-10-05,Cashback Received,174093.74,UPI,Income,cashback received,cashback,5
TXN001936,2025-08-01,METRO CARD RECHARGE,2964.92,Wallet,Travel,metro card recharge,metro,4
TXN001937,2024-06-14,MICROSOFT 365 SUBSCRIPTION,6962.82,Net Banking,Bills,microsoft subscription,microsoft,4
TXN001938,2024-04-12,POS TRAVEL INSURANCE,7334.74,Net Banking,Travel,pos travel insurance,travel,4
TXN001939,2025-01-27,PRESCRIPTION MEDICINES PUNE,4221.69,Credit Card,Healthcare,prescription medicines pune,prescription,0
TXN001940,2026-03-30,INTEREST CREDIT PUNE,210885.1,Wallet,Income,interest credit pune,interest,0
TXN001941,2025-05-29,SOCIETY MAINTENANCE RENT,12417.62,UPI,Rent,society maintenance rent,society,3
TXN001942,2024-01-30,WALLET TRANSFER,3874.84,UPI,Other,wallet transfer,wallet,1
TXN001943,2025-12-14,UPI LAUNDRY SERVICE,5171.96,Credit Card,Other,upi laundry service,laundry,6
TXN001944,2025-11-07,WORKSHOP REGISTRATION,4794.8,UPI,Education,workshop registration,workshop,4
TXN001945,2026-06-25,CHAT,402.87,Net Banking,Food,chat,chat,3
TXN001946,2025-12-19,IRCTC Ticket,5447.82,Debit Card,Travel,irctc ticket,irctc,4
TXN001947,2025-09-12,POS DINEOUT PAYMENT,1084.27,Wallet,Food,pos dineout payment,dineout,4
TXN001948,2024-10-08,POS COSMETICS PURCHASE,9250.52,Credit Card,Shopping,pos cosmetics purchase,cosmetics,1
TXN001949,2026-02-19,MOBILE PURCHASE,7750.56,Credit Card,Shopping,mobile purchase,mobile,3
TXN001950,2025-04-04,PETROL REFILL,4583.26,UPI,Fuel,petrol refill,petrol,4
TXN001951,2024-11-25,SILVER INVESTMENT PUNE,164810.1,UPI,Investment,silver investment pune,silver,0
TXN001952,2025-05-30,TRADING ACCOUNT FUNDING #9770,163275.79,Wallet,Investment,trading account funding,trading,4
TXN001953,2025-11-01,Railway Platform Ticket,7835.82,Wallet,Travel,railway platform ticket,railway,5
TXN001954,2026-01-24,INCOME CREDIT,125032.45,Net Banking,Income,income credit,income,5
TXN001955,2024-11-19,HALDIRAM'S PUNE,161.74,Debit Card,Food,haldiram s pune,haldiram,1
TXN001956,2025-06-03,ONLINE EARNINGS,20811.44,UPI,Income,online earnings,online,1
TXN001957,2026-02-25,OTT SUBSCRIPTION,3492.54,UPI,Entertainment,ott subscription,ott,2
TXN001958,2026-05-12,TRAVEL INSURANCE INDIA,4584.17,Cash,Travel,travel insurance india,travel,1
TXN001959,2025-02-17,CODING NINJAS COURSE INDIA,67214.37,UPI,Education,coding ninjas course india,coding,0
TXN001960,2024-10-05,MOBILE RECHARGE INDIA,6031.6,Net Banking,Bills,mobile recharge india,mobile,5
TXN001961,2024-09-14,Medical Store Purchase,23999.47,Cash,Shopping,medical store purchase,medical,5
TXN001962,2024-04-20,UPI HOLIDAY BOOKING,1416.27,Net Banking,Travel,upi holiday booking,holiday,5
TXN001963,2026-03-16,STATIONERY PURCHASE PUNE,76227.37,Credit Card,Education,stationery purchase pune,stationery,0
TXN001964,2024-08-04,VACCINATION PUNE,2287.19,Debit Card,Healthcare,vaccination pune,vaccination,6
TXN001965,2025-11-24,UNKNOWN MERCHANT INDIA,2343.21,UPI,Other,unknown merchant india,unknown,0
TXN001966,2024-02-24,CAB BOOKING PUNE,1655.22,Debit Card,Travel,cab booking pune,cab,5
TXN001967,2024-01-27,UPI BANK CHARGES,7907.47,Cash,Other,upi bank charges,bank,5
TXN001968,2025-09-29,POS SECURITY DEPOSIT,36484.15,Credit Card,Rent,pos security deposit,security,0
TXN001969,2024-10-12,McDonald's,1456.74,UPI,Food,mcdonald s,mcdonald,5
TXN001970,2025-03-18,GARDENING SERVICE,1869.22,Wallet,Other,gardening service,gardening,1
TXN001971,2025-07-12,INOX CINEMAS PUNE,594.77,Debit Card,Entertainment,inox cinemas pune,inox,5
TXN001972,2025-10-07,PPF DEPOSIT PUNE,32925.94,Wallet,Investment,ppf deposit pune,ppf,1
TXN001973,2024-07-08,SCHOLARSHIP CREDIT #3734,231582.32,Credit Card,Income,scholarship credit,scholarship,0
TXN001974,2025-10-05,UPI HATHWAY BROADBAND,11436.66,Debit Card,Bills,upi hathway broadband,hathway,6
TXN001975,2024-07-21,UPI NINTENDO ESHOP,3939.46,Net Banking,Entertainment,upi nintendo eshop,nintendo,6
TXN001976,2026-05-13,POS CRYPTO PURCHASE,132701.68,UPI,Investment,pos crypto purchase,crypto,2
TXN001977,2025-06-17,UPI NPTEL COURSE,2373.3,Cash,Education,upi nptel course,nptel,1
TXN001978,2026-01-06,UPI TOY STORE,15692.27,Wallet,Shopping,upi toy store,toy,1
TXN001979,2024-06-29,Lease Payment,7962.06,Credit Card,Rent,lease payment,lease,5
TXN001980,2024-08-15,VI RECHARGE INDIA,2827.71,Credit Card,Bills,vi recharge india,vi,3
TXN001981,2025-08-13,UPI LEASE PAYMENT,24593.21,Credit Card,Rent,upi lease payment,lease,2
TXN001982,2024-09-01,Mobile Recharge,7401.37,UPI,Bills,mobile recharge,mobile,6
TXN001983,2025-02-11,UPI MICROSOFT CERTIFICATION EXAM,67845.55,UPI,Education,upi microsoft certification exam,microsoft,1
TXN001984,2024-06-20,Tenant Rent,46725.33,Wallet,Rent,tenant rent,tenant,3
TXN001985,2026-06-09,POS BITCOIN INVESTMENT,184415.38,Net Banking,Investment,pos bitcoin investment,bitcoin,1
TXN001986,2026-06-23,SILVER INVESTMENT INDIA,150849.11,Net Banking,Investment,silver investment india,silver,1
TXN001987,2024-11-18,TRAVEL INSURANCE INDIA,1092.48,Cash,Travel,travel insurance india,travel,0
TXN001988,2026-04-01,POS INTERNET BILL,6691.08,Credit Card,Bills,pos internet bill,internet,2
TXN001989,2024-08-04,IPL MATCH TICKET #9559,4198.52,Cash,Entertainment,ipl match ticket,ipl,6
TXN001990,2024-07-16,ORTHOPEDIC CONSULTATION,10604.04,Cash,Healthcare,orthopedic consultation,orthopedic,1
TXN001991,2025-04-16,DECATHLON INDIA,3433.94,Net Banking,Shopping,decathlon india,decathlon,2
TXN001992,2024-11-07,YOUTUBE PREMIUM,2168.71,Debit Card,Entertainment,youtube premium,youtube,3
TXN001993,2025-12-21,Business Income,166125.57,Wallet,Income,business income,business,6
TXN001994,2024-08-22,Notebook Purchase,32137.55,Wallet,Education,notebook purchase,notebook,3
TXN001995,2024-03-14,OLA RIDE #9187,6148.38,Cash,Travel,ola ride,ola,3
TXN001996,2026-05-25,OFFICE RENT PUNE,47420.56,Cash,Rent,office rent pune,office,0
TXN001997,2024-04-17,AFFILIATE INCOME,168963.16,Net Banking,Income,affiliate income,affiliate,2
TXN001998,2024-11-08,POS ANNUAL BONUS,78181.23,Net Banking,Income,pos annual bonus,annual,4
TXN001999,2026-03-23,COMMERCIAL RENT ONLINE,45946.3,UPI,Rent,commercial rent online,commercial,0
TXN002000,2024-09-21,UPI SALARY CREDIT,111913.54,UPI,Income,upi salary credit,salary,5
TXN002001,2025-12-13,NARAYANA HEALTH ONLINE,1085.65,UPI,Healthcare,narayana health online,narayana,5
TXN002002,2025-03-09,CODECHEF SUBSCRIPTION,31428.1,Net Banking,Education,codechef subscription,codechef,6
TXN002003,2026-03-19,POS NIKE STORE,17314.8,Debit Card,Shopping,pos nike store,nike,3
TXN002004,2026-05-25,COMMERCIAL RENT,7296.64,Cash,Rent,commercial rent,commercial,0
TXN002005,2024-08-24,AWS CERTIFICATION EXAM #6452,9469.68,Credit Card,Education,aws certification exam,aws,5
TXN002006,2026-06-05,APARTMENT RENT,14143.29,Credit Card,Rent,apartment rent,apartment,4
TXN002007,2024-07-06,BOWLING ALLEY ONLINE,2461.23,UPI,Entertainment,bowling alley online,bowling,5
TXN002008,2025-04-10,Ola Outstation,5940.3,Net Banking,Travel,ola outstation,ola,3
TXN002009,2025-07-04,GITHUB PRO SUBSCRIPTION #4083,2830.13,Net Banking,Bills,github pro subscription,github,4
TXN002010,2024-01-18,INVESTMENT DEPOSIT #2900,198219.17,Wallet,Investment,investment deposit,investment,3
TXN002011,2024-10-24,DIESEL PUMP INDIA,966.49,Wallet,Fuel,diesel pump india,diesel,3
TXN002012,2024-05-22,POS RELIANCE SMART,5901.47,Cash,Shopping,pos reliance smart,reliance,2
TXN002013,2025-11-25,BOWLING ALLEY INDIA,3924.51,Cash,Entertainment,bowling alley india,bowling,1
TXN002014,2024-01-05,POS APOLLO PHARMACY,14841.32,Credit Card,Healthcare,pos apollo pharmacy,apollo,4
TXN002015,2024-06-01,ELSS INVESTMENT ONLINE,46401.49,UPI,Investment,elss investment online,elss,5
TXN002016,2024-01-12,UPI PROJECT PAYMENT,145444.63,Credit Card,Income,upi project payment,project,4
TXN002017,2024-06-24,CHARITY PAYMENT,3904.96,Wallet,Other,charity payment,charity,0
TXN002018,2024-07-31,POS RAPIDO AUTO,6898.56,Debit Card,Travel,pos rapido auto,rapido,2
TXN002019,2024-07-16,UPI ACCOMMODATION RENT,32330.77,Credit Card,Rent,upi accommodation rent,accommodation,1
TXN002020,2024-02-13,HOLIDAY BOOKING #4017,3867.2,Credit Card,Travel,holiday booking,holiday,1
TXN002021,2026-04-11,UPI AMBULANCE SERVICE,13123.4,Net Banking,Healthcare,upi ambulance service,ambulance,5
TXN002022,2026-04-23,SECURITY DEPOSIT,32753.46,Net Banking,Rent,security deposit,security,3
TXN002023,2024-01-31,POS MONTHLY RENT,9208.85,Net Banking,Rent,pos monthly rent,monthly,2
TXN002024,2024-06-30,Stock Purchase,162595.17,UPI,Investment,stock purchase,stock,6
TXN002025,2025-06-09,AIRTEL XSTREAM FIBER #4502,11050.24,Net Banking,Bills,airtel xstream fiber,airtel,0
TXN002026,2025-10-19,UPI GEEKSFORGEEKS COURSE,90016.11,Wallet,Education,upi geeksforgeeks course,geeksforgeeks,6
TXN002027,2024-11-23,UPI ZOO ENTRY TICKET,1792.87,Net Banking,Entertainment,upi zoo entry ticket,zoo,5
TXN002028,2025-09-13,Storage Unit Rent,32468.64,Net Banking,Rent,storage unit rent,storage,5
TXN002029,2024-12-25,TRAINING PROGRAM INDIA,39359.71,Debit Card,Education,training program india,training,2
TXN002030,2026-03-18,PEDIATRIC CONSULTATION,3169.29,UPI,Healthcare,pediatric consultation,pediatric,2
TXN002031,2024-03-07,RELIANCE PETROL PUMP #2918,1691.62,Debit Card,Fuel,reliance petrol pump,reliance,3
TXN002032,2026-06-02,EQUITY INVESTMENT ONLINE,71271.36,Cash,Investment,equity investment online,equity,1
TXN002033,2024-03-29,UPI FUEL STATION PAYMENT,3585.46,Cash,Fuel,upi fuel station payment,fuel,4
TXN002034,2026-04-17,HOUSE CLEANING PUNE,606.1,Wallet,Other,house cleaning pune,house,4
TXN002035,2025-07-03,NETFLIX SUBSCRIPTION INDIA,2928.97,Net Banking,Entertainment,netflix subscription india,netflix,3
TXN002036,2025-02-08,Kitchen Appliances,15976.73,Wallet,Shopping,kitchen appliances,kitchen,5
TXN002037,2025-11-03,UPI ONLINE EARNINGS,42435.8,UPI,Income,upi online earnings,online,0
TXN002038,2025-02-15,UPI CANTEEN PAYMENT,441.51,Cash,Food,upi canteen payment,canteen,5
TXN002039,2024-08-05,UPI FIXED DEPOSIT,85040.68,Cash,Investment,upi fixed deposit,fixed,0
TXN002040,2026-03-27,UPI VACCINATION,8147.53,UPI,Healthcare,upi vaccination,vaccination,4
TXN002041,2025-07-02,FLIPKART GROCERY ONLINE,19084.1,Debit Card,Shopping,flipkart grocery online,flipkart,2
TXN002042,2026-04-17,AMAZON MARKETPLACE PUNE,2737.68,Net Banking,Shopping,amazon marketplace pune,amazon,4
TXN002043,2025-09-01,North Indian Restaurant,1323.13,Cash,Food,north indian restaurant,north,0
TXN002044,2026-02-25,TRAVEL INSURANCE INDIA,2362.28,Credit Card,Travel,travel insurance india,travel,2
TXN002045,2025-06-12,UPI CODECHEF SUBSCRIPTION,616.7,Debit Card,Education,upi codechef subscription,codechef,3
TXN002046,2024-10-01,HEALTH INSURANCE PREMIUM PUNE,3684.13,Wallet,Healthcare,health insurance premium pune,health,1
TXN002047,2025-10-25,RECURRING DEPOSIT,136915.93,Credit Card,Investment,recurring deposit,recurring,5
TXN002048,2024-10-21,DIGITAL GOLD PURCHASE,90605.7,Cash,Investment,digital gold purchase,digital,0
TXN002049,2026-02-23,BIKE FUEL PUNE,3804.11,UPI,Fuel,bike fuel pune,bike,0
TXN002050,2026-05-19,RESIDENTIAL RENT,18464.33,Debit Card,Rent,residential rent,residential,1
TXN002051,2026-04-12,METRO CARD RECHARGE,3900.92,Credit Card,Travel,metro card recharge,metro,6
TXN002052,2025-05-10,NAMMA METRO INDIA,834.77,Debit Card,Travel,namma metro india,namma,5
TXN002053,2026-04-09,TOY STORE ONLINE,21368.08,Debit Card,Shopping,toy store online,toy,3
TXN002054,2025-07-09,CODING BLOCKS COURSE INDIA,64813.55,UPI,Education,coding blocks course india,coding,2
TXN002055,2024-03-30,RESTAURANT BILL ONLINE,286.26,Wallet,Food,restaurant bill online,restaurant,5
TXN002056,2026-06-05,GOOGLE PLAY PURCHASE ONLINE,2941.31,Debit Card,Entertainment,google play purchase online,google,4
TXN002057,2025-05-03,MICROSOFT 365 SUBSCRIPTION #2439,7838.65,Cash,Bills,microsoft subscription,microsoft,5
TXN002058,2025-02-28,UPI SPENCER'S RETAIL,8176.98,UPI,Shopping,upi spencer s retail,spencer,4
TXN002059,2025-05-24,COLLEGE CANTEEN FEE,76115.09,Cash,Education,college canteen fee,college,5
TXN002060,2024-01-18,COWORKING SPACE RENT INDIA,23118.75,Wallet,Rent,coworking space rent india,coworking,3
TXN002061,2024-01-17,NGO DONATION INDIA,3192.87,Credit Card,Other,ngo donation india,ngo,2
TXN002062,2024-06-16,CASHBACK RECEIVED #4044,28468.44,UPI,Income,cashback received,cashback,6
TXN002063,2025-06-08,AKASA AIR TICKET,6266.78,Wallet,Travel,akasa air ticket,akasa,6
TXN002064,2024-12-21,CHEQUE CLEARANCE PUNE,7921.76,UPI,Other,cheque clearance pune,cheque,5
TXN002065,2026-01-10,Airtel Recharge,6879.57,Net Banking,Bills,airtel recharge,airtel,5
TXN002066,2025-02-17,POS SOVEREIGN GOLD BOND,100478.05,Debit Card,Investment,pos sovereign gold bond,sovereign,0
TXN002067,2025-06-01,POS JUICE CENTER,152.84,Debit Card,Food,pos juice center,juice,6
TXN002068,2025-07-28,NEFT TRANSFER PUNE,9225.39,Debit Card,Other,neft transfer pune,transfer,0
TXN002069,2025-07-11,AMAZON FRESH PUNE,5683.95,UPI,Shopping,amazon fresh pune,amazon,4
TXN002070,2024-03-12,BOND INVESTMENT #5477,148562.58,Credit Card,Investment,bond investment,bond,1
TXN002071,2024-09-04,MEDICAL STORE,1425.48,Credit Card,Healthcare,medical store,medical,2
TXN002072,2024-02-27,POS APPLE APP STORE,325.49,UPI,Entertainment,pos apple app store,apple,1
TXN002073,2026-03-29,FUEL CARD PAYMENT ONLINE,807.17,Debit Card,Fuel,fuel card payment online,fuel,6
TXN002074,2024-04-26,HOSTEL RENT #8275,35968.52,Debit Card,Rent,hostel rent,hostel,4
TXN002075,2025-12-14,BHARAT PETROLEUM,1486.68,UPI,Fuel,bharat petroleum,bharat,6
TXN002076,2024-12-29,POS NEFT CREDIT,24548.94,Debit Card,Income,pos neft credit,credit,6
TXN002077,2024-12-22,COMMISSION CREDIT ONLINE,233739.11,UPI,Income,commission credit online,commission,6
TXN002078,2025-07-04,UPI HACKATHON REGISTRATION,8055.93,Cash,Education,upi hackathon registration,hackathon,4
TXN002079,2025-11-07,UPI APPLE APP STORE,2255.88,Debit Card,Entertainment,upi apple app store,apple,4
TXN002080,2024-09-22,HP FUEL STATION,572.69,Cash,Fuel,hp fuel station,hp,6
TXN002081,2025-06-20,MONTHLY RENT ONLINE,31984.98,Wallet,Rent,monthly rent online,monthly,4
TXN002082,2025-06-01,INOX CINEMAS PUNE,2385.86,Credit Card,Entertainment,inox cinemas pune,inox,6
TXN002083,2026-04-03,POS NEFT TRANSFER,6324.8,Wallet,Other,pos neft transfer,transfer,4
TXN002084,2024-04-15,GAS BILL INDIA,3245.96,Net Banking,Bills,gas bill india,gas,0
TXN002085,2025-11-22,Refund Received,235185.78,Cash,Income,refund received,refund,5
TXN002086,2024-09-04,UPI AMBULANCE SERVICE,4612.95,Wallet,Healthcare,upi ambulance service,ambulance,2
TXN002087,2024-03-19,PENALTY CHARGES PUNE,9609.46,Credit Card,Other,penalty charges pune,penalty,1
TXN002088,2025-08-10,PHARMEASY ORDER #2539,675.5,Net Banking,Healthcare,pharmeasy order,pharmeasy,6
TXN002089,2024-06-18,ELSS INVESTMENT #5837,14253.33,Net Banking,Investment,elss investment,elss,1
TXN002090,2024-10-04,PARKING SPACE RENT PUNE,41717.39,Net Banking,Rent,parking space rent pune,parking,4
TXN002091,2024-03-24,NGO DONATION,174.44,Cash,Other,ngo donation,ngo,6
TXN002092,2025-04-26,UNKNOWN MERCHANT #5313,5236.31,Credit Card,Other,unknown merchant,unknown,5
TXN002093,2024-08-01,UPI NETFLIX SUBSCRIPTION,4431.82,UPI,Entertainment,upi netflix subscription,netflix,3
TXN002094,2024-01-11,POS FORTIS HOSPITAL,7150.14,Net Banking,Healthcare,pos fortis hospital,fortis,3
TXN002095,2025-02-16,GEEKSFORGEEKS COURSE INDIA,7050.89,UPI,Education,geeksforgeeks course india,geeksforgeeks,6
TXN002096,2024-01-10,POS RAPIDO BIKE,2704.95,Net Banking,Travel,pos rapido bike,rapido,2
TXN002097,2026-04-15,CODECHEF SUBSCRIPTION #9374,75957.25,Net Banking,Education,codechef subscription,codechef,2
TXN002098,2025-06-24,X-RAY CHARGES #7621,5991.23,UPI,Healthcare,x ray charges,x,1
TXN002099,2025-06-21,SARAVANA BHAVAN PUNE,630.47,Net Banking,Food,saravana bhavan pune,saravana,5
TXN002100,2024-08-13,FASTAG TOLL RECHARGE,223.92,Debit Card,Fuel,fastag toll recharge,fastag,1
TXN002101,2024-01-17,UPI PVR CINEMAS,790.77,Credit Card,Entertainment,upi pvr cinemas,pvr,2
TXN002102,2026-01-08,FINANCIAL INVESTMENT INDIA,199839.05,UPI,Investment,financial investment india,financial,3
TXN002103,2026-06-15,GOOGLE ADSENSE PAYMENT,191330.71,Credit Card,Income,google adsense payment,google,0
TXN002104,2024-08-19,UPI UNACADEMY SUBSCRIPTION,56959.09,Debit Card,Education,upi unacademy subscription,unacademy,0
TXN002105,2025-07-05,REFUND RECEIVED INDIA,19276.06,Net Banking,Income,refund received india,refund,5
TXN002106,2025-10-01,Marriage Gift,9669.48,UPI,Other,marriage gift,marriage,2
TXN002107,2024-07-11,POS SUBWAY,135.71,Cash,Food,pos subway,subway,3
TXN002108,2026-04-21,TATA CLIQ ONLINE,9869.66,Net Banking,Shopping,tata cliq online,tata,1
TXN002109,2026-01-22,TAX REFUND PUNE,149801.06,UPI,Income,tax refund pune,tax,3
TXN002110,2024-11-20,CANVA PRO SUBSCRIPTION PUNE,9519.93,Credit Card,Bills,canva pro subscription pune,canva,2
TXN002111,2024-09-14,HOUSE RENT ONLINE,33861.14,Cash,Rent,house rent online,house,5
TXN002112,2025-02-09,COURSERA COURSE #3640,52097.33,Credit Card,Education,coursera course,coursera,6
TXN002113,2024-08-05,Mall Purchase,2216.99,Credit Card,Shopping,mall purchase,mall,0
TXN002114,2024-08-15,JEWELLERY STORE PUNE,17159.67,Debit Card,Shopping,jewellery store pune,jewellery,3
TXN002115,2024-03-03,RENTAL CAR INDIA,6731.43,Credit Card,Travel,rental car india,rental,6
TXN002116,2024-12-21,RENTAL AGREEMENT PAYMENT INDIA,49808.71,Cash,Rent,rental agreement payment india,rental,5
TXN002117,2025-04-30,TORRENT POWER BILL ONLINE,6490.63,Credit Card,Bills,torrent power bill online,torrent,2
TXN002118,2025-08-22,POS YATRA FLIGHT BOOKING,7673.92,Wallet,Travel,pos yatra flight booking,yatra,4
TXN002119,2024-06-26,CANVA PRO SUBSCRIPTION,9033.11,Net Banking,Bills,canva pro subscription,canva,2
TXN002120,2025-11-20,UPI NATURAL ICE CREAM,125.93,Net Banking,Food,upi natural ice cream,natural,3
TXN002121,2025-04-25,POS PETROL BUNK,969.96,Wallet,Fuel,pos petrol bunk,petrol,4
TXN002122,2026-06-26,NYKAA #6829,4200.97,Wallet,Shopping,nykaa,nykaa,4
TXN002123,2025-05-24,GOLD INVESTMENT,67323.8,UPI,Investment,gold investment,gold,5
TXN002124,2025-05-29,TRAVEL INSURANCE #7011,5154.92,UPI,Travel,travel insurance,travel,3
TXN002125,2024-06-07,POS JEWELLERY STORE,11333.85,Credit Card,Shopping,pos jewellery store,jewellery,4
TXN002126,2024-07-25,INVESTMENT DEPOSIT,191919.12,Wallet,Investment,investment deposit,investment,3
TXN002127,2024-11-12,VALORANT POINTS #5638,1790.24,Debit Card,Entertainment,valorant points,valorant,1
TXN002128,2025-03-17,SWIGGY INSTAMART,1184.4,Net Banking,Food,swiggy instamart,swiggy,0
TXN002129,2024-08-18,JIOSAAVN PRO PUNE,1305.04,Debit Card,Entertainment,jiosaavn pro pune,jiosaavn,6
TXN002130,2025-04-26,ETF INVESTMENT,184287.47,Credit Card,Investment,etf investment,etf,5
TXN002131,2025-07-26,LEASE PAYMENT PUNE,25632.61,Net Banking,Rent,lease payment pune,lease,5
TXN002132,2025-08-20,ELSS Investment,97031.8,Cash,Investment,elss investment,elss,2
TXN002133,2024-09-18,Security Deposit,16762.55,Wallet,Rent,security deposit,security,2
TXN002134,2024-07-31,POS AMAZON FRESH,19384.68,Net Banking,Shopping,pos amazon fresh,amazon,2
TXN002135,2026-05-29,POS FUEL EXPENSE,1725.77,UPI,Fuel,pos fuel expense,fuel,4
TXN002136,2025-11-15,DISH TV RECHARGE ONLINE,6981.62,Net Banking,Bills,dish tv recharge online,dish,5
TXN002137,2025-03-23,PASSPORT FEE,7365.16,Credit Card,Other,passport fee,passport,6
TXN002138,2024-10-21,RESEARCH PAPER PUBLICATION FEE ONLINE,44424.54,Wallet,Education,research paper publication fee online,research,0
TXN002139,2026-02-21,YATRA FLIGHT BOOKING ONLINE,6250.15,Debit Card,Travel,yatra flight booking online,yatra,5
TXN002140,2024-09-16,ADOBE CREATIVE CLOUD INDIA,6440.05,Debit Card,Bills,adobe creative cloud india,adobe,0
TXN002141,2024-08-08,RENTAL INCOME INDIA,168620.45,Wallet,Income,rental income india,rental,3
TXN002142,2024-12-06,MICROSOFT CERTIFICATION EXAM INDIA,63281.12,UPI,Education,microsoft certification exam india,microsoft,4
TXN002143,2025-05-07,POS ECG TEST,5264.29,Cash,Healthcare,pos ecg test,ecg,2
TXN002144,2025-01-23,LEASE PAYMENT INDIA,39610.82,Cash,Rent,lease payment india,lease,3
TXN002145,2024-01-05,GENERAL EXPENSE #8343,723.28,Cash,Other,general expense,general,4
TXN002146,2026-01-16,POS APOLLO HOSPITAL,3826.28,Wallet,Healthcare,pos apollo hospital,apollo,4
TXN002147,2025-07-18,LUNCH EXPENSE INDIA,729.72,Wallet,Food,lunch expense india,lunch,4
TXN002148,2026-06-18,SIP INVESTMENT #5813,166693.25,UPI,Investment,sip investment,sip,3
TXN002149,2025-03-11,MONTHLY SALARY,211534.74,Net Banking,Income,monthly salary,monthly,1
TXN002150,2026-05-31,ROOM RENT ONLINE,9999.07,Debit Card,Rent,room rent online,room,6
TXN002151,2024-03-26,Sewage Bill,6127.52,Debit Card,Bills,sewage bill,sewage,1
TXN002152,2024-05-09,OFFICE RENT INDIA,21069.41,Credit Card,Rent,office rent india,office,3
TXN002153,2026-05-31,Money Transfer,9806.81,Net Banking,Other,money transfer,money,6
TXN002154,2025-01-11,UBER INTERCITY ONLINE,6632.35,Cash,Travel,uber intercity online,uber,5
TXN002155,2026-03-10,PHOTO COPY CHARGES PUNE,978.37,Debit Card,Other,photo copy charges pune,photo,1
TXN002156,2025-06-01,POS HOLIDAY BOOKING,5362.27,Wallet,Travel,pos holiday booking,holiday,6
TXN002157,2025-08-05,UNACADEMY SUBSCRIPTION INDIA,99634.51,Credit Card,Education,unacademy subscription india,unacademy,1
TXN002158,2026-04-22,IMPS CREDIT ONLINE,151179.75,Wallet,Income,imps credit online,credit,2
TXN002159,2024-12-19,FUEL STATION PAYMENT,3280.34,Cash,Fuel,fuel station payment,fuel,3
TXN002160,2024-05-18,HALDIRAM'S PUNE,151.44,Wallet,Food,haldiram s pune,haldiram,5
TXN002161,2024-11-24,POS DIVIDEND CREDIT,64536.02,Cash,Income,pos dividend credit,dividend,6
TXN002162,2026-03-10,BUS FUEL INDIA,897.85,Cash,Fuel,bus fuel india,bus,1
TXN002163,2025-01-19,APPLE APP STORE INDIA,1524.86,Net Banking,Entertainment,apple app store india,apple,6
TXN002164,2024-04-27,CONCERT TICKET ONLINE,424.96,Debit Card,Entertainment,concert ticket online,concert,5
TXN002165,2024-08-21,POS GREAT LEARNING COURSE,83251.87,Net Banking,Education,pos great learning course,great,2
TXN002166,2026-05-07,UPI PENSION CONTRIBUTION,89814.81,Credit Card,Investment,upi pension contribution,pension,3
TXN002167,2024-09-19,UPI AMAZON INDIA,1741.4,Debit Card,Shopping,upi amazon india,amazon,3
TXN002168,2024-02-05,BITCOIN INVESTMENT,79480.76,Credit Card,Investment,bitcoin investment,bitcoin,0
TXN002169,2025-04-30,LAPTOP PURCHASE PUNE,4555.66,Cash,Shopping,laptop purchase pune,laptop,2
TXN002170,2025-08-05,ACCOMMODATION RENT INDIA,33062.8,Debit Card,Rent,accommodation rent india,accommodation,1
TXN002171,2024-09-09,DMART,6995.93,Debit Card,Shopping,dmart,dmart,0
TXN002172,2024-10-26,SONY LIV SUBSCRIPTION,606.77,Net Banking,Entertainment,sony liv subscription,sony,5
TXN002173,2024-06-29,SCHOLARSHIP CREDIT,94924.47,UPI,Income,scholarship credit,scholarship,5
TXN002174,2024-05-24,SOVEREIGN GOLD BOND PUNE,158074.76,Cash,Investment,sovereign gold bond pune,sovereign,4
TXN002175,2025-02-25,SOVEREIGN GOLD BOND #2530,137941.94,Cash,Investment,sovereign gold bond,sovereign,1
TXN002176,2024-07-24,UPI WAREHOUSE RENT,11742.01,Wallet,Rent,upi warehouse rent,warehouse,2
TXN002177,2025-12-04,POS SILVER INVESTMENT,77946.1,Net Banking,Investment,pos silver investment,silver,3
TXN002178,2026-03-13,ONLINE EARNINGS,71816.77,Wallet,Income,online earnings,online,4
TXN002179,2025-02-18,PROJECT PAYMENT PUNE,83725.89,Debit Card,Income,project payment pune,project,1
TXN002180,2025-01-29,ONEPLUS STORE INDIA,10163.49,Net Banking,Shopping,oneplus store india,oneplus,2
TXN002181,2024-02-22,Microsoft 365 Subscription,11779.0,Wallet,Bills,microsoft subscription,microsoft,3
TXN002182,2024-08-05,PUBG UC PURCHASE ONLINE,4252.76,Debit Card,Entertainment,pubg uc purchase online,pubg,0
TXN002183,2025-01-12,FORTIS HOSPITAL #9483,12150.58,Net Banking,Healthcare,fortis hospital,fortis,6
